Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
11/10/13,Eagles,27,Packers,13,46 F,Partly Cloudy,9,2013,10
11/14/21,Chiefs,41,Raiders,14,77 F,Clear,0,2021,10
11/11/18,Saints,51,Bengals,14,38 F,Mostly Cloudy,3,2018,10
11/15/15,Vikings,30,Raiders,14,57 F,Clear,15,2015,10
11/11/12,Broncos,36,Panthers,14,71 F,Mostly Cloudy,7,2012,10
11/11/24,Dolphins,23,Rams,15,64 F,Clear,13,2024,10
11/12/17,Jets,10,Buccaneers,15,76 F,Mostly Cloudy,6,2017,10
11/10/24,Broncos,14,Chiefs,16,57 F,Clear,11,2024,10
11/9/23,Panthers,13,Bears,16,51 F,Clear,7,2023,10
11/12/23,Jets,12,Raiders,16,67 F,Partly Cloudy,3,2023,10
11/14/21,Lions,16,Steelers,16,38 F,Overcast,2,2021,10
11/9/17,Seahawks,22,Cardinals,16,81 F,Clear,1,2017,10
11/12/17,Packers,23,Bears,16,39 F,Light Rain,0,2017,10
,,,,,,,,,
11/12/17,Patriots,41,Broncos,16,48 F,Clear,0,2017,10
11/15/15,Lions,18,Packers,16,57 F,Clear,6,2015,10
11/12/12,Chiefs,13,Steelers,16,42 F,Light Rain Fog/Mist,11,2012,10
11/13/11,Patriots,37,Jets,16,56 F,A Few Clouds,6,2011,10
11/10/24,Giants,17,Panthers,17,43 F,Mostly Cloudy,8,2024,10
11/13/22,Broncos,10,Titans,17,37 F,Partly Cloudy,6,2022,10
11/13/22,Cardinals,27,Rams,17,69 F,Clear,6,2022,10
11/14/21,Bills,45,Jets,17,46 F,Partly Cloudy,6,2021,10
11/14/21,Seahawks,0,Packers,17,37 F,Mostly Cloudy,12,2021,10
11/10/19,Rams,12,Steelers,17,55 F,Clear,7,2019,10
11/12/17,Steelers,20,Colts,17,42 F,Mostly Cloudy,0,2017,10
11/13/16,Chiefs,20,Panthers,17,48 F,Partly Cloudy,4,2016,10
11/12/15,Bills,22,Jets,17,56 F,Partly Cloudy,9,2015,10
11/9/14,Falcons,27,Buccaneers,17,66 F,Overcast,5,2014,10
11/9/14,Cowboys,31,Jaguars,17,F,Chance Showers,N/A,2014,10
11/9/14,Broncos,41,Raiders,17,69 F,A Few Clouds,7,2014,10
11/10/11,Raiders,24,Chargers,17,67 F,Fair,3,2011,10
11/13/11,Steelers,24,Bengals,17,65 F,Overcast And Breezy,21,2011,10
11/13/11,Cardinals,21,Eagles,17,61 F,Fair,6,2011,10
11/15/09,Cowboys,7,Packers,17,47 F,Fair,6,2009,10
11/10/19,Bills,16,Browns,19,48 F,Mostly Cloudy,5,2019,10
11/15/15,Dolphins,20,Eagles,19,59 F,Clear,9,2015,10
11/10/13,Lions,21,Bears,19,47 F,A Few Clouds,4,2013,10
11/10/24,Bills,30,Colts,20,62 F,Mostly Cloudy,11,2024,10
11/10/24,Falcons,17,Saints,20,78 F,Rain,13,2024,10
11/10/24,49ers,23,Buccaneers,20,86 F,Partly Cloudy,8,2024,10
11/12/23,Titans,6,Buccaneers,20,84 F,Partly Cloudy,8,2023,10
11/13/22,Saints,10,Steelers,20,41 F,Overcast,6,2022,10
11/13/22,Colts,25,Raiders,20,54 F,Partly Cloudy,20,2022,10
11/14/21,Vikings,27,Chargers,20,86 F,Clear,4,2021,10
11/10/19,Lions,13,Bears,20,40 F,Overcast,10,2019,10
11/11/18,Cowboys,27,Eagles,20,37 F,Clear,1,2018,10
11/12/17,Chargers,17,Jaguars,20,75 F,Drizzle,5,2017,10
11/15/15,Jaguars,22,Ravens,20,63 F,Clear,5,2015,10
11/9/14,Dolphins,16,Lions,20,45 F,Overcast,15,2014,10
11/9/14,Steelers,13,Jets,20,57 F,Fair,9,2014,10
11/10/13,Bengals,17,Ravens,20,62 F,Breezy,0,2013,10
11/10/13,Broncos,28,Chargers,20,77 F,Na,N/A,2013,10
11/13/11,Washington,9,Dolphins,20,78 F,Partly Cloudy,16,2011,10
11/13/22,Seahawks,16,Buccaneers,21,48 F,Clear,5,2022,10
11/14/22,Washington,32,Eagles,21,38 F,Clear,3,2022,10
11/13/16,Texans,24,Jaguars,21,71 F,Partly Cloudy,6,2016,10
11/14/16,Bengals,20,Giants,21,54 F,Overcast,1,2016,10
11/9/14,Titans,7,Ravens,21,57 F,Sunny,0,2014,10
11/12/23,Falcons,23,Cardinals,22,81 F,Clear,7,2023,10
11/13/23,Broncos,24,Bills,22,48 F,Overcast,8,2023,10
11/13/22,Chargers,16,49ers,22,55 F,Clear,2,2022,10
11/11/21,Ravens,10,Dolphins,22,76 F,Humid And Mostly Cloudy,6,2021,10
11/11/13,Dolphins,19,Buccaneers,22,72 F,Partly Cloudy,0,2013,10
11/13/11,Ravens,17,Seahawks,22,50 F,Overcast,12,2011,10
11/15/09,Jaguars,24,Jets,22,63 F,Overcast,0,2009,10
11/10/24,Lions,26,Texans,23,75 F,Clear,9,2024,10
11/12/23,Packers,19,Steelers,23,49 F,Clear,5,2023,10
11/14/21,Saints,21,Titans,23,52 F,Partly Cloudy,12,2021,10
11/14/21,Jaguars,17,Colts,23,36 F,Overcast,8,2021,10
11/12/18,Giants,27,49ers,23,68 F,Clear,1,2018,10
11/13/16,Broncos,25,Saints,23,63 F,Partly Cloudy,4,2016,10
11/13/16,49ers,20,Cardinals,23,82 F,Clear,1,2016,10
11/10/13,Bills,10,Steelers,23,45 F,Overcast,17,2013,10
11/11/12,Cowboys,38,Eagles,23,62 F,A Few Clouds,4,2012,10
11/13/11,Saints,26,Falcons,23,62 F,Mostly Cloudy,12,2011,10
11/15/09,Saints,28,Rams,23,57 F,Overcast With Haze,9,2009,10
11/13/22,Texans,16,Giants,24,52 F,Partly Cloudy,11,2022,10
11/10/19,Panthers,16,Packers,24,33 F,Overcast,4,2019,10
11/10/19,Vikings,28,Cowboys,24,68 F,Clear,9,2019,10
11/11/19,Seahawks,27,49ers,24,75 F,Mostly Cloudy,3,2019,10
11/12/17,Bengals,20,Titans,24,52 F,Mostly Cloudy,2,2017,10
11/13/16,Falcons,15,Eagles,24,54 F,Clear,6,2016,10
11/13/16,Dolphins,31,Chargers,24,84 F,Clear,3,2016,10
11/13/16,Seahawks,31,Patriots,24,45 F,Clear,2,2016,10
11/9/14,49ers,27,Saints,24,66 F,Fair,8,2014,10
11/10/13,Raiders,20,Giants,24,53 F,Light Rain,14,2013,10
11/11/12,Rams,24,49ers,24,60 F,Fair,N/A,2012,10
11/10/22,Falcons,15,Panthers,25,60 F,Light Rain,8,2022,10
11/15/09,Buccaneers,23,Dolphins,25,0 F,Clear,10,2009,10
11/7/19,Chargers,24,Raiders,26,57 F,Clear,7,2019,10
11/11/18,Cardinals,14,Chiefs,26,42 F,Clear,1,2018,10
11/13/16,Vikings,20,Washington,26,55 F,Clear,4,2016,10
11/15/15,Patriots,27,Giants,26,54 F,Clear,5,2015,10
11/10/24,Steelers,28,Washington,27,54 F,Clear,7,2024,10
11/10/24,Titans,17,Chargers,27,73 F,Clear,10,2024,10
11/12/23,Texans,27,Bengals,27,54 F,Clear,5,2023,10
11/12/23,Saints,19,Vikings,27,52 F,Clear,10,2023,10
11/13/22,Jaguars,17,Chiefs,27,34 F,Clear,6,2022,10
11/12/17,Cowboys,7,Falcons,27,46 F,Mostly Cloudy,1,2017,10
11/10/13,Jaguars,29,Titans,27,65 F,Fair,5,2013,10
11/10/13,Texans,24,Cardinals,27,82 F,Mostly Cloudy,0,2013,10
,,,,,,,,,
11/13/11,Giants,20,49ers,27,60 F,Partly Sunny,5,2011,10
11/15/09,Lions,10,Vikings,27,39 F,Mostly Cloudy,0,2009,10
11/15/09,Broncos,17,Washington,27,67 F,Fair,8,2009,10
11/11/18,Falcons,16,Browns,28,38 F,Partly Cloudy,2,2018,10
11/10/16,Browns,7,Ravens,28,52 F,Clear,1,2016,10
11/11/12,Jets,7,Seahawks,28,48 F,Overcast,0,2012,10
11/15/09,Falcons,19,Panthers,28,71 F,Mostly Cloudy,0,2009,10
11/12/23,Washington,26,Seahawks,29,51 F,Rain,0,2023,10
11/14/21,Buccaneers,19,Washington,29,45 F,Mostly Cloudy,7,2021,10
11/11/18,Jaguars,26,Colts,29,37 F,Clear,10,2018,10
11/13/22,Vikings,33,Bills,30,35 F,Heavy Snow,9,2022,10
11/13/22,Lions,31,Bears,30,34 F,Possible Flurries,8,2022,10
11/10/19,Cardinals,27,Buccaneers,30,75 F,Clear,5,2019,10
11/12/17,Vikings,38,Washington,30,43 F,Clear,1,2017,10
11/13/16,Cowboys,35,Steelers,30,54 F,Clear,2,2016,10
11/15/15,Browns,9,Steelers,30,60 F,Clear,6,2015,10
11/10/24,Jets,6,Cardinals,31,72 F,Clear,5,2024,10
11/12/23,Browns,33,Ravens,31,49 F,Partly Cloudy,8,2023,10
11/13/22,Cowboys,28,Packers,31,33 F,Mostly Cloudy,6,2022,10
11/15/21,Rams,10,49ers,31,62 F,Overcast,2,2021,10
11/11/18,Dolphins,12,Packers,31,30 F,Overcast,8,2018,10
11/12/17,Giants,21,49ers,31,63 F,Clear,0,2017,10
11/9/14,Rams,14,Cardinals,31,84 F,A Few Clouds,6,2014,10
11/11/12,Giants,13,Bengals,31,67 F,Fair,N/A,2012,10
11/11/12,Falcons,27,Saints,31,79 F,Mostly Cloudy,16,2012,10
11/15/09,Seahawks,20,Cardinals,31,64 F,A Few Clouds,0,2009,10
11/15/09,Eagles,23,Chargers,31,70 F,Fair,0,2009,10
11/15/15,Cardinals,39,Seahawks,32,42 F,Partly Cloudy,1,2015,10
11/12/17,Texans,7,Rams,33,66 F,Clear,0,2017,10
11/10/19,Giants,27,Jets,34,47 F,Overcast,5,2019,10
11/11/18,Lions,22,Bears,34,35 F,Mostly Cloudy,7,2018,10
11/11/18,Patriots,10,Titans,34,46 F,Clear,2,2018,10
11/7/13,Washington,27,Vikings,34,32 F,Fair,0,2013,10
11/11/12,Lions,24,Vikings,34,31 F,Light Snow,9,2012,10
11/11/12,Chargers,24,Buccaneers,34,79 F,Mostly Cloudy,6,2012,10
11/7/24,Bengals,34,Ravens,35,71 F,Clear,5,2024,10
11/10/19,Chiefs,32,Titans,35,62 F,Clear,9,2019,10
11/15/09,Patriots,34,Colts,35,53 F,Overcast,12,2009,10
11/11/18,Seahawks,31,Rams,36,73 F,Clear,1,2018,10
11/13/16,Bears,10,Buccaneers,36,77 F,Clear,2,2016,10
11/11/12,Bills,31,Patriots,37,64 F,Fair,8,2012,10
11/13/11,Lions,13,Bears,37,71 F,Mostly Cloudy,18,2011,10
11/12/23,Lions,38,Chargers,38,81 F,Clear,8,2023,10
11/12/17,Browns,24,Lions,38,38 F,Drizzle,1,2017,10
11/9/14,Giants,17,Seahawks,38,56 F,Lt Rain,0,2014,10
11/13/22,Browns,17,Dolphins,39,84 F,Clear,4,2022,10
11/15/09,Bills,17,Titans,41,66 F,Partly Cloudy,4,2009,10
11/14/21,Falcons,3,Cowboys,43,63 F,Clear,3,2021,10
11/13/11,Bills,7,Cowboys,44,81 F,Clear,9,2011,10
11/14/21,Browns,7,Patriots,45,48 F,Mostly Cloudy,7,2021,10
11/13/17,Dolphins,21,Panthers,45,52 F,Clear,9,2017,10
11/10/14,Panthers,21,Eagles,45,49 F,Fair,0,2014,10
11/14/11,Vikings,7,Packers,45,46 F,A Few Clouds,12,2011,10
11/13/16,Packers,25,Titans,47,55 F,Clear,0,2016,10
11/15/15,Saints,14,Washington,47,62 F,Clear,7,2015,10
11/12/23,Giants,17,Cowboys,49,63 F,Clear,3,2023,10
11/10/13,Cowboys,17,Saints,49,65 F,A Few Clouds,0,2013,10
11/8/18,Panthers,21,Steelers,52,40 F,Clear,1,2018,10
11/9/14,Bears,14,Packers,55,32 F,Fair,6,2014,10
11/11/12,Raiders,20,Ravens,55,69 F,Fair,0,2012,10
11/12/20,Colts,34,Titans,17,52 F,Clear,3,2020,10
11/15/20,Eagles,17,Giants,27,55 F,Partly Cloudy,13,2020,10
11/15/20,Jaguars,20,Packers,24,37 F,Light Rain And Windy,24,2020,10
11/15/20,Washington,27,Lions,30,53 F,Rain And Windy,23,2020,10
11/15/20,Texans,7,Browns,10,59 F,Partly Cloudy,16,2020,10
11/15/20,Buccaneers,46,Panthers,23,66 F,Mostly Cloudy,12,2020,10
11/15/20,Chargers,21,Dolphins,29,83 F,Humid,6,2020,10
11/15/20,Broncos,12,Raiders,37,62 F,Clear,4,2020,10
11/15/20,Bills,30,Cardinals,32,76 F,Clear,2,2020,10
11/15/20,Bengals,10,Steelers,36,56 F,Mostly Cloudy,8,2020,10
11/15/20,49ers,13,Saints,27,75 F,Partly Cloudy,12,2020,10
11/15/20,Seahawks,16,Rams,23,81 F,Clear,3,2020,10
11/15/20,Ravens,17,Patriots,23,50 F,Mostly Cloudy,12,2020,10
11/16/20,Vikings,19,Bears,13,43 F,Clear,8,2020,10
11/11/10,Ravens,21,Falcons,26,64 F,Fair,0,2010,10
11/14/10,Texans,24,Jaguars,31,70 F,A Few Clouds,3,2010,10
11/14/10,Vikings,13,Bears,27,42 F,Mostly Cloudy And Breezy,20,2010,10
11/14/10,Panthers,16,Buccaneers,31,75 F,A Few Clouds,5,2010,10
11/14/10,Lions,12,Bills,14,58 F,Mostly Cloudy,12,2010,10
11/14/10,Jets,26,Browns,20,45 F,Overcast,16,2010,10
11/14/10,Titans,17,Dolphins,29,80 F,Fair,9,2010,10
11/14/10,Bengals,17,Colts,23,46 F,A Few Clouds,16,2010,10
11/14/10,Chiefs,29,Broncos,49,39 F,Mostly Cloudy,6,2010,10
11/14/10,Cowboys,33,Giants,20,63 F,Fair,5,2010,10
11/14/10,Seahawks,36,Cardinals,18,70 F,A Few Clouds,3,2010,10
11/14/10,Rams,20,49ers,23,69 F,Partly Cloudy,0,2010,10
11/14/10,Patriots,39,Steelers,26,50 F,Light Rain,8,2010,10
,,,,,,,,,
11/15/10,Eagles,59,Washington,28,48 F,Mostly Cloudy,0,2010,10
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2024,11
11/18/21,Patriots,25,Falcons,0,59 F,Mostly Cloudy,4,2021,11
11/19/17,Ravens,23,Packers,0,26 F,Partly Cloudy,6,2017,11
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,11
11/20/22,Cowboys,40,Vikings,3,29 F,Snow,8,2022,11
11/17/19,Falcons,29,Panthers,3,52 F,Partly Cloudy,10,2019,11
11/22/15,Chiefs,33,Chargers,3,78 F,Clear,4,2015,11
11/22/09,Chargers,32,Broncos,3,46 F,Partly Cloudy,3,2009,11
11/18/12,Bengals,28,Chiefs,6,60 F,Fair,12,2012,11
11/19/17,Jaguars,19,Browns,7,38 F,Light Rain,8,2017,11
11/16/14,Texans,23,Browns,7,34 F,Overcast,7,2014,11
11/16/14,Buccaneers,27,Washington,7,46 F,Overcast,7,2014,11
11/20/11,Seahawks,24,Rams,7,42 F,Overcast,11,2011,11
11/22/09,Washington,6,Cowboys,7,61 F,Partly Cloudy,5,2009,11
11/22/09,Saints,38,Buccaneers,7,79 F,Overcast,17,2009,11
11/19/17,Patriots,33,Raiders,8,64 F,Mostly Cloudy,3,2017,11
11/19/17,Eagles,37,Cowboys,9,52 F,Clear,0,2017,11
11/20/16,Steelers,24,Browns,9,35 F,Overcast,16,2016,11
11/19/23,Cowboys,33,Panthers,10,60 F,Clear,0,2023,11
11/20/22,Jets,3,Patriots,10,38 F,Clear,14,2022,11
11/20/22,Washington,23,Texans,10,47 F,Partly Cloudy,10,2022,11
11/21/22,49ers,38,Cardinals,10,60 F,Overcast,4,2022,11
11/21/21,49ers,30,Jaguars,10,65 F,Mostly Cloudy,13,2021,11
11/17/19,Patriots,17,Eagles,10,42 F,Overcast,8,2019,11
11/20/16,Dolphins,14,Rams,10,63 F,Partly Cloudy,4,2016,11
11/16/14,Bengals,27,Saints,10,77 F,Mostly Cloudy And Breezy,19,2014,11
11/16/14,49ers,16,Giants,10,43 F,Overcast,4,2014,11
11/18/12,Ravens,13,Steelers,10,44 F,Fair,6,2012,11
11/20/11,Eagles,17,Giants,10,56 F,Fair,5,2011,11
11/19/17,Chiefs,9,Giants,12,49 F,Mostly Cloudy,8,2017,11
11/20/16,Bills,16,Bengals,12,37 F,Overcast,7,2016,11
11/19/23,Steelers,10,Browns,13,50 F,Clear,13,2023,11
11/20/22,Panthers,3,Ravens,13,35 F,Clear,15,2022,11
11/21/21,Ravens,16,Bears,13,46 F,Mostly Cloudy,10,2021,11
11/21/21,Lions,10,Browns,13,44 F,Light Rain,8,2021,11
11/21/21,Texans,22,Titans,13,56 F,Overcast,10,2021,11
11/21/21,Bengals,32,Raiders,13,62 F,Clear,10,2021,11
11/21/21,Cardinals,23,Seahawks,13,46 F,Partly Cloudy,1,2021,11
11/22/15,Packers,30,Vikings,13,32 F,Mostly Cloudy,7,2015,11
11/16/14,Raiders,6,Chargers,13,71 F,Na,7,2014,11
11/18/12,Jets,27,Rams,13,58 F,Partly Cloudy,5,2012,11
11/22/09,Cardinals,21,Rams,13,59 F,Fair,10,2009,11
11/22/15,Cowboys,24,Dolphins,14,75 F,Partly Cloudy,10,2015,11
11/16/14,Lions,6,Cardinals,14,70 F,A Few Clouds,12,2014,11
11/17/13,Cardinals,27,Jaguars,14,79 F,Overcast,4,2013,11
11/20/11,Jaguars,10,Browns,14,50 F,Overcast,5,2011,11
11/21/21,Colts,41,Bills,15,45 F,Overcast,11,2021,11
11/22/15,Broncos,17,Bears,15,29 F,Clear,6,2015,11
11/22/09,Colts,17,Ravens,15,55 F,Partly Sunny,9,2009,11
11/20/22,Eagles,17,Colts,16,27 F,Clear,7,2022,11
11/20/22,Raiders,22,Broncos,16,45 F,Foggy,5,2022,11
11/18/18,Steelers,20,Jaguars,16,72 F,Partly Cloudy,6,2018,11
11/22/15,Rams,13,Ravens,16,47 F,Partly Cloudy,10,2015,11
11/19/23,Seahawks,16,Rams,17,72 F,Clear,9,2023,11
11/20/23,Eagles,21,Chiefs,17,45 F,Rain,13,2023,11
11/17/22,Titans,27,Packers,17,25 F,Mostly Cloudy,10,2022,11
11/21/21,Dolphins,24,Jets,17,52 F,Clear,7,2021,11
11/17/19,Jets,34,Washington,17,41 F,Overcast,7,2019,11
11/17/19,Saints,34,Buccaneers,17,53 F,Overcast,2,2019,11
11/17/19,Bengals,10,Raiders,17,68 F,Clear,5,2019,11
11/17/19,Bears,7,Rams,17,85 F,Clear,4,2019,11
11/18/19,Chiefs,24,Chargers,17,63 F,Mostly Cloudy,7,2019,11
11/19/17,Bengals,20,Broncos,17,59 F,Clear,0,2017,11
11/20/16,Buccaneers,19,Chiefs,17,43 F,Partly Cloudy,8,2016,11
11/20/16,Patriots,30,49ers,17,61 F,Light Rain,N/A,2016,11
11/22/15,Buccaneers,45,Eagles,17,48 F,Mostly Cloudy,10,2015,11
11/16/14,Falcons,19,Panthers,17,52 F,Overcast,3,2014,11
11/18/12,Saints,38,Raiders,17,62 F,Mostly Cloudy,3,2012,11
11/17/11,Jets,13,Broncos,17,48 F,Partly Cloudy,5,2011,11
11/19/09,Dolphins,24,Panthers,17,61 F,Partly Sunny,3,2009,11
11/23/09,Titans,20,Texans,17,66 F,A Few Clouds,5,2009,11
11/20/22,Lions,31,Giants,18,37 F,Clear,16,2022,11
11/22/15,Raiders,13,Lions,18,31 F,Clear,10,2015,11
11/22/09,Bills,15,Jaguars,18,72 F,Overcast,8,2009,11
11/19/23,Giants,31,Washington,19,57 F,Clear,5,2023,11
11/21/21,Cowboys,9,Chiefs,19,56 F,Clear,13,2021,11
11/18/18,Cowboys,22,Falcons,19,60 F,Clear,1,2018,11
11/19/15,Titans,13,Jaguars,19,71 F,Partly Cloudy,2,2015,11
11/15/12,Dolphins,14,Bills,19,36 F,A Few Clouds,0,2012,11
11/19/23,Raiders,13,Dolphins,20,80 F,Partly Cloudy,8,2023,11
11/17/19,Bills,37,Dolphins,20,60 F,Overcast,7,2019,11
11/18/18,Panthers,19,Lions,20,34 F,Overcast,0,2018,11
11/19/17,Buccaneers,30,Dolphins,20,80 F,Clear,4,2017,11
11/23/15,Bills,13,Patriots,20,28 F,Clear,5,2015,11
11/16/14,Patriots,42,Colts,20,29 F,Light Snow Fog/Mist,4,2014,11
11/17/13,Chargers,16,Dolphins,20,80 F,A Few Clouds,8,2013,11
11/18/12,Packers,24,Lions,20,50 F,Fair,4,2012,11
11/22/09,Bengals,17,Raiders,20,52 F,Mostly Cloudy,6,2009,11
11/22/09,Eagles,24,Bears,20,49 F,Partly Cloudy,8,2009,11
11/19/23,Cardinals,16,Texans,21,72 F,Mostly Cloudy,13,2023,11
11/19/23,Vikings,20,Broncos,21,50 F,Overcast,8,2023,11
11/21/21,Washington,27,Panthers,21,54 F,Mostly Cloudy,2,2021,11
11/14/19,Steelers,7,Browns,21,37 F,Drizzle,6,2019,11
11/18/18,Texans,23,Washington,21,47 F,Mostly Cloudy,4,2018,11
11/18/18,Raiders,23,Cardinals,21,69 F,Clear,1,2018,11
11/22/15,Colts,24,Falcons,21,47 F,Clear,8,2015,11
11/16/14,Vikings,13,Bears,21,32 F,Light Snow,10,2014,11
11/18/12,Buccaneers,27,Panthers,21,55 F,Mostly Cloudy,13,2012,11
11/20/11,Raiders,27,Vikings,21,24 F,Mostly Cloudy,5,2011,11
11/18/18,Broncos,23,Chargers,22,70 F,Clear,3,2018,11
11/20/16,Bears,16,Giants,22,40 F,Mostly Cloudy,12,2016,11
11/13/14,Bills,9,Dolphins,22,71 F,Fair,0,2014,11
11/16/14,Broncos,7,Rams,22,33 F,Light Snow Fog/Mist,6,2014,11
11/19/23,Chargers,20,Packers,23,43 F,Clear,6,2023,11
11/17/16,Saints,20,Panthers,23,57 F,Clear,2,2016,11
11/17/13,Ravens,20,Bears,23,68 F,Overcast And Windy,24,2013,11
11/17/13,Raiders,28,Texans,23,85 F,Mostly Cloudy,14,2013,11
11/17/13,49ers,20,Saints,23,81 F,Mostly Cloudy,7,2013,11
11/18/12,Cardinals,19,Falcons,23,62 F,Fair,9,2012,11
11/18/12,Browns,20,Cowboys,23,63 F,Partly Cloudy,5,2012,11
11/20/11,Cardinals,7,49ers,23,55 F,Rain Showers,8,2011,11
11/20/11,Titans,17,Falcons,23,68 F,Mostly Cloudy,0,2011,11
11/18/18,Bengals,21,Ravens,24,46 F,Mostly Cloudy,4,2018,11
11/19/17,Rams,7,Vikings,24,27 F,Clear,3,2017,11
11/19/17,Lions,27,Bears,24,31 F,Partly Cloudy,6,2017,11
11/20/16,Titans,17,Colts,24,35 F,Clear,7,2016,11
11/22/15,Jets,17,Texans,24,52 F,Clear,5,2015,11
11/16/14,Seahawks,20,Chiefs,24,21 F,Fair,10,2014,11
11/17/14,Steelers,27,Titans,24,25 F,A Few Clouds,0,2014,11
11/17/13,Washington,16,Eagles,24,67 F,Mostly Cloudy,7,2013,11
11/18/13,Patriots,20,Panthers,24,56 F,Fair And Breezy,20,2013,11
11/20/11,Cowboys,27,Washington,24,67 F,Fair,8,2011,11
11/18/18,Vikings,20,Bears,25,31 F,Clear,3,2018,11
11/20/16,Jaguars,19,Lions,26,32 F,Mostly Cloudy,16,2016,11
11/20/16,Eagles,15,Seahawks,26,51 F,Overcast,4,2016,11
11/19/23,Buccaneers,14,49ers,27,63 F,Partly Cloudy,10,2023,11
11/20/22,Bears,24,Falcons,27,41 F,Overcast,4,2022,11
11/20/22,Rams,20,Saints,27,49 F,Clear,5,2022,11
11/20/22,Chiefs,30,Chargers,27,77 F,Clear,3,2022,11
11/17/19,Cowboys,35,Lions,27,36 F,Clear,3,2019,11
11/17/19,Broncos,23,Vikings,27,38 F,Overcast,6,2019,11
11/15/18,Packers,24,Seahawks,27,54 F,Overcast,3,2018,11
11/20/16,Ravens,17,Cowboys,27,53 F,Clear,7,2016,11
11/21/16,Texans,20,Raiders,27,62 F,Clear,0,2016,11
11/14/13,Colts,30,Titans,27,40 F,Partly Cloudy,5,2013,11
11/17/13,Packers,13,Giants,27,61 F,Fog/Mist,0,2013,11
11/17/13,Chiefs,17,Broncos,27,F,Breezy,N/A,2013,11
11/22/09,Steelers,24,Chiefs,27,55 F,Overcast,4,2009,11
11/22/15,49ers,13,Seahawks,29,48 F,Partly Cloudy,3,2015,11
11/20/22,Bengals,37,Steelers,30,27 F,Clear,6,2022,11
11/22/21,Giants,10,Buccaneers,30,67 F,Mostly Cloudy,6,2021,11
11/20/16,Cardinals,24,Vikings,30,27 F,Partly Cloudy,2,2016,11
11/18/12,Chargers,23,Broncos,30,63 F,Partly Cloudy,13,2012,11
11/22/09,49ers,24,Packers,30,53 F,Overcast With Haze,12,2009,11
11/19/23,Bears,26,Lions,31,51 F,Clear,8,2023,11
11/20/22,Browns,23,Bills,31,26 F,Light Snow,12,2022,11
11/19/17,Cardinals,21,Texans,31,59 F,Clear,5,2017,11
11/20/17,Falcons,34,Seahawks,31,46 F,Partly Cloudy,1,2017,11
11/18/12,Eagles,6,Washington,31,52 F,A Few Clouds,10,2012,11
11/20/11,Bengals,24,Ravens,31,64 F,Overcast,4,2011,11
11/20/11,Chargers,20,Bears,31,41 F,Overcast,13,2011,11
11/22/09,Jets,14,Patriots,31,47 F,Overcast,11,2009,11
11/19/23,Jets,6,Bills,32,40 F,Clear,9,2023,11
11/19/12,Bears,7,49ers,32,56 F,Na,2,2012,11
11/17/19,Jaguars,13,Colts,33,41 F,Clear,2,2019,11
11/16/23,Bengals,20,Ravens,34,56 F,Clear,3,2023,11
11/19/23,Titans,14,Jaguars,34,76 F,Clear,0,2023,11
11/21/21,Packers,31,Vikings,34,33 F,Partly Cloudy,18,2021,11
11/19/17,Washington,31,Saints,34,56 F,Clear,8,2017,11
11/22/15,Bengals,31,Cardinals,34,65 F,Clear,2,2015,11
11/21/11,Chiefs,3,Patriots,34,30 F,Fair,0,2011,11
11/22/09,Falcons,31,Giants,34,53 F,Fair,10,2009,11
11/20/11,Bills,8,Dolphins,35,75 F,Light Rain,16,2011,11
11/20/11,Buccaneers,26,Packers,35,32 F,Overcast,5,2011,11
11/22/09,Seahawks,9,Vikings,35,51 F,Overcast With Haze,5,2009,11
11/17/19,Cardinals,26,49ers,36,68 F,Clear,4,2019,11
11/17/13,Jets,14,Bills,37,62 F,Mostly Cloudy,17,2013,11
11/17/13,Lions,27,Steelers,37,59 F,Light Rain,11,2013,11
11/18/18,Titans,10,Colts,38,42 F,Overcast,7,2018,11
11/18/18,Buccaneers,35,Giants,38,41 F,Mostly Cloudy,0,2018,11
11/22/09,Browns,37,Lions,38,49 F,Overcast,10,2009,11
11/21/21,Saints,29,Eagles,40,50 F,Partly Cloudy,4,2021,11
11/16/17,Titans,17,Steelers,40,37 F,Mostly Cloudy,2,2017,11
11/21/21,Steelers,37,Chargers,41,83 F,Clear,2,2021,11
11/17/19,Texans,7,Ravens,41,42 F,Overcast,8,2019,11
11/17/13,Browns,20,Bengals,41,64 F,Overcast,13,2013,11
11/17/13,Falcons,28,Buccaneers,41,79 F,Overcast,3,2013,11
11/17/13,Vikings,20,Seahawks,41,47 F,Overcast,5,2013,11
11/20/16,Packers,24,Washington,42,38 F,Partly Cloudy,15,2016,11
11/18/12,Jaguars,37,Texans,43,70 F,A Few Clouds,5,2012,11
11/22/15,Washington,16,Panthers,44,52 F,Partly Cloudy,8,2015,11
11/18/18,Eagles,7,Saints,48,68 F,Clear,2,2018,11
11/20/11,Panthers,35,Lions,49,48 F,Mostly Cloudy,6,2011,11
11/16/14,Eagles,20,Packers,53,27 F,Overcast,9,2014,11
11/19/18,Chiefs,51,Rams,54,69 F,Clear,1,2018,11
11/19/17,Bills,24,Chargers,54,72 F,Clear,1,2017,11
11/18/12,Colts,24,Patriots,59,40 F,Fair,0,2012,11
