Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
12/21/14,Seahawks,35,Cardinals,6,54 F,Partly Cloudy,1,2014,16
12/23/12,Vikings,23,Texans,6,75 F,Overcast,12,2012,16
12/23/18,Jaguars,17,Dolphins,7,71 F,Clear,4,2018,16
12/24/17,Chargers,14,Jets,7,38 F,Clear,3,2017,16
12/22/13,Colts,23,Chiefs,7,25 F,Overcast With Haze,8,2013,16
12/22/13,Patriots,41,Ravens,7,63 F,Showers,0,2013,16
12/24/11,Eagles,20,Cowboys,7,43 F,Overcast,9,2011,16
12/23/18,Vikings,27,Lions,9,35 F,Overcast,9,2018,16
12/23/18,Bears,14,49ers,9,59 F,Partly Cloudy,1,2018,16
12/23/18,Rams,31,Cardinals,9,68 F,Clear,1,2018,16
12/27/09,Panthers,41,Giants,9,49 F,Fair,11,2009,16
12/24/22,Saints,17,Browns,10,5 F,Overcast,19,2022,16
12/23/19,Packers,23,Vikings,10,32 F,Overcast,5,2019,16
12/22/18,Ravens,22,Chargers,10,64 F,Clear,4,2018,16
12/23/18,Falcons,24,Panthers,10,49 F,Clear,1,2018,16
12/22/13,Cardinals,17,Seahawks,10,50 F,Fog,0,2013,16
12/23/12,Bengals,13,Steelers,10,38 F,Fair,12,2012,16
12/24/17,Seahawks,21,Cowboys,12,43 F,Partly Cloudy,6,2017,16
12/24/16,Bengals,10,Texans,12,72 F,Partly Cloudy,8,2016,16
12/27/15,Colts,18,Dolphins,12,81 F,Partly Cloudy,13,2015,16
12/24/22,Bills,35,Bears,13,8 F,Mostly Cloudy,20,2022,16
12/24/22,Raiders,10,Steelers,13,10 F,Overcast,6,2022,16
12/22/19,Cardinals,27,Seahawks,13,45 F,Mostly Cloudy,7,2019,16
12/22/13,Broncos,37,Texans,13,59 F,Overcast,10,2013,16
12/23/12,Colts,20,Chiefs,13,36 F,Fair,4,2012,16
12/23/12,Rams,28,Buccaneers,13,63 F,Mostly Cloudy,6,2012,16
12/23/12,Bears,28,Cardinals,13,64 F,Partly Cloudy,3,2012,16
12/24/11,Raiders,16,Chiefs,13,47 F,Fair,6,2011,16
12/25/23,Raiders,20,Chiefs,14,37 F,Overcast,14,2023,16
12/24/22,Texans,19,Titans,14,15 F,Partly Cloudy,10,2022,16
12/21/14,Lions,20,Bears,14,36 F,Mostly Cloudy,7,2014,16
12/21/14,Falcons,30,Saints,14,57 F,Overcast,2,2014,16
12/24/11,Giants,29,Jets,14,37 F,Fair,5,2011,16
12/22/19,Ravens,31,Browns,15,44 F,Clear,7,2019,16
12/27/09,Jets,29,Colts,15,29 F,Light Snow Fog/Mist,9,2009,16
12/25/22,Buccaneers,19,Cardinals,16,70 F,Clear,1,2022,16
12/25/21,Colts,22,Cardinals,16,60 F,Overcast,1,2021,16
12/22/19,Steelers,10,Jets,16,37 F,Clear,5,2019,16
12/24/16,Falcons,33,Panthers,16,52 F,Partly Cloudy,4,2016,16
12/27/15,Cowboys,6,Bills,16,37 F,Mostly Cloudy,5,2015,16
12/21/14,Patriots,17,Jets,16,35 F,Mostly Cloudy,4,2014,16
12/22/13,Titans,20,Jaguars,16,82 F,Mostly Cloudy,12,2013,16
12/23/12,Patriots,23,Jaguars,16,60 F,Fair,0,2012,16
12/24/23,Seahawks,20,Titans,17,66 F,Partly Cloudy,10,2023,16
12/24/22,Falcons,9,Ravens,17,16 F,Partly Cloudy,12,2022,16
12/26/21,Broncos,13,Raiders,17,52 F,Clear,12,2021,16
12/22/19,Raiders,24,Chargers,17,65 F,Partly Cloudy,9,2019,16
12/22/19,Cowboys,9,Eagles,17,44 F,Clear,4,2019,16
12/27/15,Browns,13,Chiefs,17,34 F,Overcast,12,2015,16
12/27/15,Rams,23,Seahawks,17,37 F,Rain,2,2015,16
12/21/14,Browns,13,Panthers,17,50 F,Mostly Cloudy,4,2014,16
12/22/13,Saints,13,Panthers,17,70 F,Light Rain Fog/Mist,12,2013,16
12/23/12,Raiders,6,Panthers,17,53 F,Mostly Cloudy,5,2012,16
12/23/12,Chargers,27,Jets,17,41 F,Fair,8,2012,16
12/24/11,49ers,19,Seahawks,17,53 F,Fair,0,2011,16
12/25/09,Chargers,42,Titans,17,34 F,Overcast,10,2009,16
12/27/09,Chiefs,10,Bengals,17,41 F,Fair,15,2009,16
12/27/09,Buccaneers,20,Saints,17,52 F,Mostly Cloudy,12,2009,16
12/24/22,Bengals,22,Patriots,18,15 F,Clear,11,2022,16
12/22/12,Falcons,31,Lions,18,32 F,A Few Clouds,7,2012,16
12/24/23,Cowboys,20,Dolphins,19,77 F,Mostly Cloudy,13,2023,16
12/25/23,Ravens,33,49ers,19,57 F,Mostly Cloudy,5,2023,16
12/25/17,Raiders,10,Eagles,19,28 F,Clear,5,2017,16
12/22/13,Dolphins,0,Bills,19,36 F,Light Rain Fog/Mist,5,2013,16
12/22/11,Texans,16,Colts,19,41 F,Fog/Mist,3,2011,16
12/25/22,Packers,26,Dolphins,20,45 F,Overcast,9,2022,16
12/23/21,49ers,17,Titans,20,49 F,Clear,8,2021,16
12/26/21,Lions,16,Falcons,20,69 F,Partly Cloudy,3,2021,16
12/21/19,Texans,23,Buccaneers,20,73 F,Overcast,12,2019,16
12/24/17,Browns,3,Bears,20,21 F,Light Snow,0,2017,16
12/24/16,Chargers,17,Browns,20,37 F,Mostly Cloudy,10,2016,16
12/27/15,Panthers,13,Falcons,20,71 F,Mostly Cloudy,5,2015,16
12/27/15,Steelers,17,Ravens,20,63 F,Overcast,6,2015,16
12/28/15,Bengals,17,Broncos,20,16 F,Partly Cloudy,0,2015,16
12/21/14,Chiefs,12,Steelers,20,34 F,Mostly Cloudy,0,2014,16
12/22/13,Giants,23,Lions,20,39 F,Overcast,8,2013,16
12/23/12,Washington,27,Eagles,20,44 F,Partly Cloudy,9,2012,16
12/24/11,Browns,14,Ravens,20,45 F,Fair,3,2011,16
12/27/09,Texans,27,Dolphins,20,75 F,Fair,5,2009,16
12/27/09,Lions,6,49ers,20,54 F,Mostly Cloudy,0,2009,16
12/26/21,Bills,33,Patriots,21,38 F,Mostly Cloudy,9,2021,16
12/24/16,Washington,41,Bears,21,35 F,Mostly Cloudy,1,2016,16
12/24/16,49ers,22,Rams,21,55 F,Clear,7,2016,16
12/27/15,Bears,26,Buccaneers,21,83 F,Clear,11,2015,16
12/18/14,Titans,13,Jaguars,21,54 F,Partly Cloudy,3,2014,16
12/23/23,Bills,24,Chargers,22,63 F,Mostly Cloudy,3,2023,16
12/24/23,Browns,36,Texans,22,64 F,Rain,0,2023,16
12/24/17,Buccaneers,19,Panthers,22,53 F,Mostly Cloudy,1,2017,16
12/24/23,Patriots,26,Broncos,23,27 F,Mostly Cloudy,8,2023,16
12/26/21,Rams,30,Vikings,23,20 F,Mostly Cloudy,5,2021,16
12/23/17,Colts,16,Ravens,23,61 F,Drizzle,N/A,2017,16
12/24/17,Falcons,13,Saints,23,57 F,Clear,1,2017,16
12/24/17,Rams,27,Titans,23,41 F,Mostly Cloudy,2,2017,16
12/24/17,Giants,0,Cardinals,23,65 F,Clear,0,2017,16
12/24/15,Chargers,20,Raiders,23,46 F,Clear,8,2015,16
12/22/13,Buccaneers,13,Rams,23,34 F,Overcast,12,2013,16
12/22/13,Cowboys,24,Washington,23,62 F,A Few Clouds,9,2013,16
12/24/11,Jaguars,17,Titans,23,47 F,Mostly Cloudy,0,2011,16
12/24/11,Cardinals,16,Bengals,23,41 F,Fair,11,2011,16
12/27/09,Raiders,9,Browns,23,32 F,Overcast,10,2009,16
12/27/09,Ravens,20,Steelers,23,38 F,Partly Cloudy,8,2009,16
12/24/23,Lions,30,Vikings,24,55 F,Overcast,11,2023,16
12/24/22,Seahawks,10,Chiefs,24,10 F,Clear,12,2022,16
12/25/21,Browns,22,Packers,24,34 F,Partly Cloudy,7,2021,16
12/26/21,Bears,25,Seahawks,24,25 F,Overcast,11,2021,16
12/21/19,Bills,17,Patriots,24,32 F,Mostly Cloudy,3,2019,16
12/22/19,Jaguars,12,Falcons,24,41 F,Light Rain,6,2019,16
12/23/18,Bills,12,Patriots,24,37 F,Clear,8,2018,16
12/22/16,Giants,19,Eagles,24,41 F,Mostly Cloudy,8,2016,16
12/26/15,Washington,38,Eagles,24,50 F,Overcast,5,2015,16
12/22/13,Browns,13,Jets,24,70 F,Overcast,11,2013,16
12/23/12,Bills,10,Dolphins,24,72 F,Partly Cloudy,9,2012,16
12/22/18,Washington,16,Titans,25,50 F,Clear,7,2018,16
12/21/14,Ravens,13,Texans,25,58 F,Mostly Cloudy,2,2014,16
12/26/21,Jaguars,21,Jets,26,47 F,Clear,10,2021,16
12/23/18,Bengals,18,Browns,26,37 F,Overcast,3,2018,16
12/24/17,Lions,17,Bengals,26,35 F,Mostly Cloudy,2,2017,16
12/27/15,Patriots,20,Jets,26,56 F,Overcast,7,2015,16
12/21/14,Bills,24,Raiders,26,62 F,Mostly Cloudy,6,2014,16
12/22/13,Raiders,13,Chargers,26,69 F,A Few Clouds,N/A,2013,16
12/24/11,Vikings,33,Washington,26,44 F,Fair,11,2011,16
12/24/23,Cardinals,16,Bears,27,56 F,Mostly Cloudy,10,2023,16
12/24/22,Giants,24,Vikings,27,0 F,Partly Cloudy,9,2022,16
12/22/19,Lions,17,Broncos,27,62 F,Mostly Cloudy,3,2019,16
12/23/18,Buccaneers,20,Cowboys,27,48 F,Clear,9,2018,16
12/24/18,Broncos,14,Raiders,27,56 F,Overcast,9,2018,16
12/24/17,Broncos,11,Washington,27,41 F,Partly Cloudy,2,2017,16
12/20/14,Eagles,24,Washington,27,35 F,Mostly Cloudy,1,2014,16
12/21/14,Giants,37,Rams,27,41 F,Overcast,7,2014,16
12/24/11,Dolphins,24,Patriots,27,32 F,Fair,4,2011,16
,,,,,,,,,
12/24/11,Rams,0,Steelers,27,37 F,Overcast,3,2011,16
12/22/19,Saints,38,Titans,28,49 F,Drizzle,2,2019,16
12/23/18,Giants,27,Colts,28,32 F,Overcast,8,2018,16
12/24/23,Colts,10,Falcons,29,62 F,Clear,8,2023,16
12/24/17,Dolphins,13,Chiefs,29,22 F,Mostly Cloudy,5,2017,16
12/21/23,Saints,22,Rams,30,65 F,Clear,6,2023,16
12/24/23,Washington,28,Jets,30,45 F,Overcast,0,2023,16
12/24/23,Packers,33,Panthers,30,64 F,Mostly Cloudy,0,2023,16
12/24/23,Jaguars,12,Buccaneers,30,72 F,Overcast,8,2023,16
12/27/09,Broncos,27,Eagles,30,49 F,A Few Clouds,15,2009,16
12/23/18,Steelers,28,Saints,31,70 F,Mostly Cloudy,2,2018,16
12/24/16,Dolphins,34,Bills,31,35 F,Overcast,7,2016,16
12/24/16,Buccaneers,24,Saints,31,69 F,Mostly Cloudy,4,2016,16
12/24/16,Cardinals,34,Seahawks,31,39 F,Mostly Cloudy,2,2016,16
12/25/16,Ravens,27,Steelers,31,39 F,Partly Cloudy,4,2016,16
12/22/13,Steelers,38,Packers,31,22 F,Light Snow Fog/Mist,5,2013,16
12/23/12,Saints,34,Cowboys,31,64 F,Clear,8,2012,16
12/27/09,Bills,3,Falcons,31,50 F,Mostly Cloudy,13,2009,16
12/27/09,Rams,10,Cardinals,31,55 F,A Few Clouds,0,2009,16
12/23/18,Texans,30,Eagles,32,43 F,Clear,5,2018,16
12/27/15,49ers,17,Lions,32,37 F,Mostly Cloudy,13,2015,16
12/25/23,Giants,25,Eagles,33,49 F,Overcast,0,2023,16
12/24/16,Colts,25,Raiders,33,48 F,Clear,5,2016,16
12/25/16,Broncos,10,Chiefs,33,60 F,Heavy Rain,11,2016,16
12/23/12,Giants,14,Ravens,33,48 F,Partly Cloudy,N/A,2012,16
12/23/23,Bengals,11,Steelers,34,52 F,Overcast,8,2023,16
12/26/21,Giants,10,Eagles,34,51 F,Clear,7,2021,16
12/21/19,Rams,31,49ers,34,58 F,Overcast,5,2019,16
12/23/13,Falcons,24,49ers,34,57 F,A Few Clouds,N/A,2013,16
12/23/12,Browns,12,Broncos,34,48 F,Partly Cloudy,3,2012,16
12/22/19,Giants,41,Washington,35,41 F,Partly Cloudy,3,2019,16
12/20/14,Chargers,38,49ers,35,58 F,Overcast,1,2014,16
12/25/11,Bears,21,Packers,35,35 F,Overcast,8,2011,16
12/27/09,Jaguars,7,Patriots,35,55 F,Overcast,12,2009,16
12/26/21,Steelers,10,Chiefs,36,55 F,Overcast,16,2021,16
12/24/22,Lions,23,Panthers,37,19 F,Clear,9,2022,16
12/24/22,Washington,20,49ers,37,57 F,Partly Cloudy,4,2022,16
12/24/17,Bills,16,Patriots,37,34 F,Clear,1,2017,16
12/21/14,Vikings,35,Dolphins,37,78 F,Mostly Cloudy,7,2014,16
12/22/14,Broncos,28,Bengals,37,46 F,Partly Cloudy,7,2014,16
12/22/19,Panthers,6,Colts,38,38 F,Clear,4,2019,16
12/22/19,Bengals,35,Dolphins,38,76 F,Mostly Cloudy,14,2019,16
12/23/18,Packers,44,Jets,38,41 F,Clear,6,2018,16
12/23/18,Chiefs,31,Seahawks,38,45 F,Overcast,4,2018,16
12/24/16,Titans,17,Jaguars,38,65 F,Mostly Cloudy,2,2016,16
12/24/16,Vikings,25,Packers,38,35 F,Mostly Cloudy,4,2016,16
12/27/15,Jaguars,27,Saints,38,74 F,Partly Cloudy,11,2015,16
12/27/15,Packers,8,Cardinals,38,58 F,Clear,2,2015,16
12/24/11,Chargers,10,Lions,38,34 F,Overcast,13,2011,16
12/24/22,Eagles,34,Cowboys,40,35 F,Clear,2,2022,16
12/24/11,Broncos,14,Bills,40,31 F,A Few Clouds,4,2011,16
12/26/21,Ravens,21,Bengals,41,48 F,Partly Cloudy,1,2021,16
12/26/21,Chargers,29,Texans,41,73 F,Mostly Cloudy,11,2021,16
12/24/16,Jets,3,Patriots,41,40 F,Light Rain,4,2016,16
12/26/16,Lions,21,Cowboys,42,65 F,Mostly Cloudy,0,2016,16
12/21/14,Colts,7,Cowboys,42,51 F,Overcast,9,2014,16
12/22/13,Vikings,14,Bengals,42,53 F,Partly Cloudy,13,2013,16
12/23/12,49ers,13,Seahawks,42,43 F,Lt Rain,3,2012,16
12/24/17,Jaguars,33,49ers,44,52 F,Partly Cloudy,0,2017,16
12/26/11,Falcons,16,Saints,45,F,Rain Showers,N/A,2011,16
12/24/11,Buccaneers,16,Panthers,48,51 F,Mostly Cloudy,4,2011,16
12/27/09,Seahawks,10,Packers,48,17 F,Fog/Mist,3,2009,16
12/27/15,Giants,17,Vikings,49,12 F,Clear,5,2015,16
12/25/22,Broncos,14,Rams,51,80 F,Clear,2,2022,16
12/22/13,Bears,11,Eagles,54,60 F,Mostly Cloudy,5,2013,16
12/23/12,Titans,7,Packers,55,24 F,Fair,7,2012,16
12/26/21,Washington,14,Cowboys,56,73 F,Partly Cloudy,13,2021,16
12/25/20,Vikings,33,Saints,52,50 F,Clear,8,2020,16
12/26/20,Buccaneers,47,Lions,7,23 F,Mostly Cloudy,12,2020,16
12/26/20,49ers,20,Cardinals,12,66 F,Clear,2,2020,16
12/26/20,Dolphins,26,Raiders,25,52 F,Partly Cloudy,2,2020,16
12/27/20,Panthers,20,Washington,13,36 F,Clear,3,2020,16
12/27/20,Colts,24,Steelers,28,59 F,Partly Cloudy,6,2020,16
12/27/20,Falcons,14,Chiefs,17,49 F,Clear,10,2020,16
12/27/20,Bears,41,Jaguars,17,54 F,Clear,7,2020,16
12/27/20,Bengals,37,Texans,31,67 F,Partly Cloudy,12,2020,16
12/27/20,Giants,13,Ravens,27,34 F,Clear,3,2020,16
12/27/20,Browns,16,Jets,23,34 F,Clear,4,2020,16
12/27/20,Broncos,16,Chargers,19,59 F,Partly Cloudy,1,2020,16
12/27/20,Rams,9,Seahawks,20,46 F,Overcast,3,2020,16
12/27/20,Eagles,17,Cowboys,37,74 F,Clear,10,2020,16
12/27/20,Titans,14,Packers,40,27 F,Snow,13,2020,16
12/28/20,Bills,38,Patriots,9,41 F,Clear,5,2020,16
12/23/10,Panthers,3,Steelers,27,27 F,Overcast,10,2010,16
12/25/10,Cowboys,26,Cardinals,27,73 F,A Few Clouds,8,2010,16
12/26/10,Patriots,34,Bills,3,21 F,Light Snow,16,2010,16
12/26/10,49ers,17,Rams,25,26 F,Overcast,13,2010,16
12/26/10,Ravens,20,Browns,10,24 F,Overcast,18,2010,16
12/26/10,Lions,34,Dolphins,27,66 F,Fair And Breezy,23,2010,16
12/26/10,Jets,34,Bears,38,30 F,Overcast,11,2010,16
12/26/10,Washington,20,Jaguars,17,37 F,Overcast,13,2010,16
12/26/10,Titans,14,Chiefs,34,19 F,Overcast,6,2010,16
12/26/10,Texans,23,Broncos,24,48 F,Mostly Cloudy,3,2010,16
12/26/10,Colts,31,Raiders,26,57 F,Partly Cloudy,10,2010,16
12/26/10,Chargers,20,Bengals,34,30 F,Overcast,12,2010,16
12/26/10,Seahawks,15,Buccaneers,38,51 F,Mostly Cloudy And Breezy,20,2010,16
12/26/10,Giants,17,Packers,45,26 F,Fair,5,2010,16
12/27/10,Saints,17,Falcons,14,32 F,Fair,11,2010,16
12/28/10,Vikings,24,Eagles,14,37 F,Partly Cloudy,11,2010,16
12/28/09,Vikings,30,Bears,36,26 F,A Few Clouds,13,2009,16
12/30/18,Lions,31,Packers,0,25 F,Mostly Cloudy,11,2018,17
12/30/18,Eagles,24,Washington,0,45 F,Clear,3,2018,17
12/31/17,Cowboys,6,Eagles,0,15 F,Partly Cloudy,4,2017,17
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,17
1/1/23,Jaguars,31,Texans,3,70 F,Overcast,7,2022,17
12/28/14,Panthers,34,Falcons,3,58 F,Overcast,2,2014,17
1/1/12,Chiefs,7,Broncos,3,32 F,Mostly Cloudy,0,2011,17
12/29/19,Jets,13,Bills,6,39 F,Drizzle,8,2019,17
1/1/17,Cardinals,44,Rams,6,56 F,Clear,1,2016,17
1/3/16,Seahawks,36,Cardinals,6,69 F,Partly Cloudy,6,2015,17
1/3/10,49ers,28,Rams,6,12 F,A Few Clouds,8,2009,17
1/2/23,Bills,3,Bengals,7,57 F,Overcast,3,2022,17
12/29/13,Jets,20,Dolphins,7,79 F,Mostly Cloudy,10,2013,17
1/3/10,Packers,33,Cardinals,7,64 F,A Few Clouds,3,2009,17
12/30/18,Chargers,23,Broncos,9,51 F,Partly Cloudy,5,2018,17
12/28/14,Bills,17,Patriots,9,49 F,Overcast,8,2014,17
1/1/12,Steelers,13,Browns,9,40 F,Overcast And Breezy,23,2011,17
12/31/23,49ers,27,Washington,10,51 F,Partly Cloudy,7,2023,17
12/31/23,Packers,33,Vikings,10,21 F,Partly Cloudy,6,2023,17
1/1/23,Saints,20,Eagles,10,52 F,Clear,7,2022,17
1/1/23,Browns,24,Washington,10,57 F,Clear,5,2022,17
12/29/19,Saints,42,Panthers,10,65 F,Overcast,7,2019,17
12/30/18,Bears,24,Vikings,10,30 F,Overcast,7,2018,17
1/1/17,Giants,19,Washington,10,52 F,Clear,1,2016,17
12/28/14,Colts,27,Titans,10,41 F,Overcast,5,2014,17
1/3/10,Falcons,20,Buccaneers,10,44 F,Overcast,4,2009,17
1/3/16,Steelers,28,Browns,12,34 F,Mostly Cloudy,12,2015,17
12/31/23,Saints,23,Buccaneers,13,67 F,Clear,5,2023,17
12/29/22,Cowboys,27,Titans,13,56 F,Partly Cloudy,7,2022,17
1/1/23,Steelers,16,Ravens,13,60 F,Clear,5,2022,17
12/31/17,49ers,34,Rams,13,63 F,Clear,0,2017,17
1/3/16,Vikings,20,Packers,13,23 F,Overcast,5,2015,17
12/28/14,Bears,9,Vikings,13,22 F,Mostly Cloudy,4,2014,17
1/1/12,Bears,17,Vikings,13,28 F,Overcast And Breezy,20,2011,17
1/3/10,Titans,17,Seahawks,13,47 F,Mostly Cloudy,0,2009,17
1/3/10,Ravens,21,Raiders,13,52 F,Partly Cloudy,4,2009,17
12/29/19,Titans,35,Texans,14,64 F,Partly Cloudy,12,2019,17
12/30/18,Panthers,33,Saints,14,61 F,Foggy,1,2018,17
1/1/17,Patriots,35,Dolphins,14,80 F,Mostly Cloudy,10,2016,17
12/29/13,Lions,13,Vikings,14,1 F,A Few Clouds,11,2013,17
12/29/13,Broncos,34,Raiders,14,71 F,A Few Clouds,10,2013,17
12/31/17,Jaguars,10,Titans,15,22 F,Mostly Cloudy,7,2017,17
12/31/23,Chargers,9,Broncos,16,43 F,Mostly Cloudy,4,2023,17
1/2/22,Eagles,20,Washington,16,60 F,Overcast,6,2021,17
12/29/19,Raiders,15,Broncos,16,32 F,Clear,2,2019,17
12/30/18,Bengals,13,Steelers,16,41 F,Clear,8,2018,17
12/31/17,Bills,22,Dolphins,16,71 F,Clear,4,2017,17
12/29/13,Texans,10,Titans,16,53 F,A Few Clouds,3,2013,17
1/1/12,Ravens,24,Bengals,16,43 F,Partly Cloudy And Breezy,23,2011,17
12/29/19,Eagles,34,Giants,17,40 F,Drizzle,4,2019,17
12/30/18,Colts,33,Titans,17,53 F,Mostly Cloudy,1,2018,17
1/1/17,Panthers,16,Buccaneers,17,76 F,Clear,7,2016,17
1/3/16,Saints,20,Falcons,17,50 F,Clear,8,2015,17
12/28/14,Cowboys,44,Washington,17,57 F,Mostly Cloudy,4,2014,17
12/30/12,Buccaneers,22,Falcons,17,44 F,Fair,6,2012,17
1/2/22,Panthers,10,Saints,18,69 F,Overcast,9,2021,17
12/31/17,Washington,10,Giants,18,15 F,Clear,6,2017,17
1/2/22,Rams,20,Ravens,19,61 F,Overcast,6,2021,17
12/29/19,Bears,21,Vikings,19,38 F,Foggy,6,2019,17
1/3/16,Rams,16,49ers,19,57 F,Partly Cloudy,0,2015,17
12/28/14,Chargers,7,Chiefs,19,37 F,Clear,5,2014,17
1/1/12,Jets,17,Dolphins,19,77 F,A Few Clouds,8,2011,17
1/1/12,Colts,13,Jaguars,19,72 F,Fair,9,2011,17
12/30/23,Lions,19,Cowboys,20,41 F,Cloudy,8,2023,17
1/1/23,Cardinals,19,Falcons,20,60 F,Mostly Cloudy,3,2022,17
1/2/22,Raiders,23,Colts,20,27 F,Overcast,8,2021,17
12/29/19,Packers,23,Lions,20,42 F,Overcast,9,2019,17
12/30/18,Jaguars,3,Texans,20,45 F,Overcast,6,2018,17
1/3/16,Patriots,10,Dolphins,20,78 F,Mostly Cloudy,4,2015,17
1/3/16,Lions,24,Bears,20,30 F,Mostly Cloudy,10,2015,17
12/28/14,Saints,23,Buccaneers,20,77 F,Partly Cloudy,7,2014,17
12/28/14,Browns,10,Ravens,20,56 F,Overcast,3,2014,17
12/28/14,Cardinals,17,49ers,20,56 F,Clear,5,2014,17
12/28/14,Rams,6,Seahawks,20,43 F,Mostly Cloudy,1,2014,17
,,,,,,,,,
12/29/13,Panthers,21,Falcons,20,48 F,Overcast,9,2013,17
12/29/13,Browns,7,Steelers,20,41 F,Light Rain Fog/Mist,7,2013,17
12/29/13,Washington,6,Giants,20,42 F,Heavy Rain Fog/Mist,5,2013,17
12/29/13,49ers,23,Cardinals,20,66 F,Fair,5,2013,17
12/30/12,Rams,13,Seahawks,20,42 F,Mostly Cloudy,4,2012,17
12/29/19,49ers,26,Seahawks,21,47 F,Partly Cloudy,1,2019,17
1/2/22,Cardinals,25,Cowboys,22,27 F,Clear,15,2021,17
12/29/19,Falcons,28,Buccaneers,22,78 F,Humid And Mostly Cloudy,10,2019,17
12/31/17,Texans,13,Colts,22,9 F,Partly Cloudy,3,2017,17
12/31/17,Panthers,10,Falcons,22,35 F,Mostly Cloudy,3,2017,17
1/3/16,Jets,17,Bills,22,30 F,Partly Cloudy,10,2015,17
12/29/13,Eagles,24,Cowboys,22,32 F,Overcast,6,2013,17
1/1/12,Titans,23,Texans,22,66 F,Fair,17,2011,17
12/31/23,Raiders,20,Colts,23,43 F,Mostly Cloudy,10,2023,17
12/31/23,Steelers,30,Seahawks,23,51 F,Rain,6,2023,17
1/1/23,Dolphins,21,Patriots,23,49 F,Partly Cloudy,12,2022,17
1/1/23,Jets,6,Seahawks,23,46 F,Overcast,1,2022,17
1/2/22,Texans,7,49ers,23,53 F,Clear,4,2021,17
12/31/17,Bears,10,Vikings,23,11 F,Clear,4,2017,17
1/1/17,Seahawks,25,49ers,23,52 F,Partly Cloudy,6,2016,17
1/3/16,Washington,34,Cowboys,23,54 F,Clear,4,2015,17
1/3/16,Raiders,17,Chiefs,23,32 F,Clear,7,2015,17
12/28/14,Jaguars,17,Texans,23,43 F,Drizzle,8,2014,17
12/30/12,Ravens,17,Bengals,23,28 F,Fair,6,2012,17
1/1/12,Seahawks,20,Cardinals,23,81 F,Clear,0,2011,17
1/3/10,Jaguars,17,Browns,23,18 F,Overcast And Breezy,23,2009,17
1/3/10,Bears,37,Lions,23,13 F,Fair,15,2009,17
1/3/10,Saints,10,Panthers,23,31 F,Mostly Cloudy,11,2009,17
1/3/10,Washington,20,Chargers,23,78 F,Fair,0,2009,17
1/2/22,Buccaneers,28,Jets,24,54 F,Overcast,7,2021,17
12/29/19,Dolphins,27,Patriots,24,40 F,Mostly Cloudy,2,2019,17
12/31/17,Chiefs,27,Broncos,24,16 F,Mostly Cloudy,3,2017,17
12/31/17,Cardinals,26,Seahawks,24,39 F,Clear,3,2017,17
1/1/17,Texans,17,Titans,24,49 F,Mostly Cloudy,2,2016,17
1/1/17,Jaguars,20,Colts,24,38 F,Clear,3,2016,17
1/1/17,Raiders,6,Broncos,24,48 F,Partly Cloudy,3,2016,17
1/1/17,Packers,31,Lions,24,32 F,Clear,4,2016,17
1/3/16,Ravens,16,Bengals,24,33 F,Mostly Cloudy,5,2015,17
12/28/14,Jets,37,Dolphins,24,80 F,Partly Cloudy,7,2014,17
12/30/12,Bears,26,Lions,24,28 F,Overcast,12,2012,17
12/30/12,Browns,10,Steelers,24,27 F,Overcast,N/A,2012,17
12/30/12,Raiders,21,Chargers,24,54 F,Na,5,2012,17
1/3/10,Steelers,30,Dolphins,24,60 F,Fair,11,2009,17
1/3/10,Eagles,0,Cowboys,24,48 F,Mostly Cloudy,3,2009,17
1/3/10,Chiefs,44,Broncos,24,36 F,Overcast,5,2009,17
12/31/23,Rams,26,Giants,25,46 F,Mostly Sunny,8,2023,17
12/31/23,Bengals,17,Chiefs,25,35 F,Partly Cloudy,10,2023,17
12/31/23,Panthers,0,Jaguars,26,60 F,Clear,7,2023,17
12/31/23,Titans,3,Texans,26,71 F,Partly Cloudy,9,2023,17
1/3/22,Browns,14,Steelers,26,27 F,Clear,2,2021,17
12/30/18,Browns,24,Ravens,26,45 F,Clear,3,2018,17
12/31/17,Jets,6,Patriots,26,11 F,Clear,5,2017,17
12/28/14,Eagles,34,Giants,26,51 F,Mostly Cloudy,6,2014,17
1/1/12,Chargers,38,Raiders,26,56 F,A Few Clouds,3,2011,17
12/31/23,Patriots,21,Bills,27,36 F,Cloudy,9,2023,17
1/1/23,Broncos,24,Chiefs,27,45 F,Mostly Cloudy,4,2022,17
12/30/18,Cardinals,24,Seahawks,27,45 F,Mostly Cloudy,3,2018,17
12/31/17,Bengals,31,Ravens,27,18 F,Mostly Cloudy,5,2017,17
1/1/17,Ravens,10,Bengals,27,38 F,Foggy,1,2016,17
1/1/17,Cowboys,13,Eagles,27,48 F,Partly Cloudy,6,2016,17
1/1/17,Browns,24,Steelers,27,38 F,Clear,1,2016,17
1/1/17,Chiefs,37,Chargers,27,56 F,Partly Cloudy,4,2016,17
1/3/16,Chargers,20,Broncos,27,44 F,Clear,0,2015,17
12/28/14,Bengals,17,Steelers,27,35 F,Overcast,1,2014,17
12/29/13,Chiefs,24,Chargers,27,71 F,Sunny,N/A,2013,17
12/29/13,Rams,9,Seahawks,27,44 F,Overcast,0,2013,17
12/30/12,Cardinals,13,49ers,27,53 F,Na,0,2012,17
